deal,First,MI,Last,Law_Firm,Type
061 - Westmoreland Resource Partners LP acquisition of equity interests of Westm.docx,Amy,L.,Bowler,Holland & Hart LLP,Target/Seller
062 - AGC Inc acquisition of subsidiary equity interests of Park Electrochemical.docx,Stephen,E.,Chelberg,Squire Patton Boggs (US) LLP,Buyer
062 - AGC Inc acquisition of subsidiary equity interests of Park Electrochemical.docx,Michael,NA,Ben,Honigman Miller Schwartz and Cohn LLP,Target/Seller
062 - AGC Inc acquisition of subsidiary equity interests of Park Electrochemical.docx,John,NA,Kanan,Honigman Miller Schwartz and Cohn LLP,Target/Seller
062 - BioScrip Inc acquisition of assets of HS Infusion Holdings Inc.docx,Jane,NA,Arnold,Polsinelli PC,Buyer
062 - BioScrip Inc acquisition of assets of HS Infusion Holdings Inc.docx,NA,NA,NA,Dechert LLP,Buyer
062 - BioScrip Inc acquisition of assets of HS Infusion Holdings Inc.docx,NA,NA,NA,"Gibson, Dunn & Crutcher LLP",Buyer
062 - BioScrip Inc acquisition of assets of HS Infusion Holdings Inc.docx,Gregory,R.,Metz,Ropes & Gray LLP,Target/Seller
062 - Brooks Automation Inc and BioStorage Technologies Inc merger.docx,Michael,L.,Fantozzi,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.",Buyer
062 - Brooks Automation Inc and BioStorage Technologies Inc merger.docx,Curt,W.,Hidde,Barnes & Thornburg LLP,Target/Seller
062 - Dril-Quip Inc acquisition of stock of TIW Corporation.docx,Michael,F.,Rogers,Gardere Wynne Sewell LLP,Buyer
062 - Dril-Quip Inc acquisition of stock of TIW Corporation.docx,Timothy,T.,Samson,Thompson & Knight LLP,Target/Seller
062 - Endo International PLC and DAVA Pharmaceuticals Inc merger.docx,Eileen,T.,Nugent,"Skadden, Arps, Slate, Meagher & Flom LLP",Buyer
062 - Endo International PLC and DAVA Pharmaceuticals Inc merger.docx,Brandon,Van,Dyke,"Skadden, Arps, Slate, Meagher & Flom LLP",Buyer
062 - Endo International PLC and DAVA Pharmaceuticals Inc merger.docx,Carl,NA,deBrito,Dechert LLP,Target/Seller
062 - Endo International PLC and DAVA Pharmaceuticals Inc merger.docx,Richard,NA,Goldberg,Dechert LLP,Target/Seller
062 - Hubbell Incorporated and Aclara Technologies LLC merger.docx,Joshua,R.,Cammaker,"Wachtell, Lipton, Rosen & Katz",Buyer
062 - Hubbell Incorporated and Aclara Technologies LLC merger.docx,John,L.,Robinson,"Wachtell, Lipton, Rosen & Katz",Buyer
062 - Hubbell Incorporated and Aclara Technologies LLC merger.docx,Barbara,J.,Shander,"Morgan, Lewis & Bockius LLP",Target/Seller
062 - Hubbell Incorporated and Aclara Technologies LLC merger.docx,Kimberly,A.,Taylor,"Morgan, Lewis & Bockius LLP",Target/Seller
062 - Hubbell Incorporated and Aclara Technologies LLC merger.docx,Mark,L.,Opitz,"Morgan, Lewis & Bockius LLP",Target/Seller
062 - Infrax Systems Inc acquisition of subsidiary stock and certain assets of F.docx,NA,NA,NA,Not disclosed at signing.,Buyer
062 - Infrax Systems Inc acquisition of subsidiary stock and certain assets of F.docx,NA,NA,NA,Not disclosed at signing.,Target/Seller
062 - Invisa Inc acquisition of equity interests of Uniroyal Engineered Products.docx,NA,NA,NA,Not disclosed at signing.,Buyer
062 - Invisa Inc acquisition of equity interests of Uniroyal Engineered Products.docx,NA,NA,NA,Not disclosed at signing.,Target/Seller
062 - LinkedIn Corporation and Bright Media Corporation merger.docx,Martin,W.,Korman,"Wilson Sonsini Goodrich & Rosati, Professional Corporation",Buyer
062 - LinkedIn Corporation and Bright Media Corporation merger.docx,Bradley,L.,Finkelstein,"Wilson Sonsini Goodrich & Rosati, Professional Corporation",Buyer
062 - LinkedIn Corporation and Bright Media Corporation merger.docx,NA,NA,NA,VLP Law Group LLP,Target/Seller
062 - Malibu Boats LLC acquisition of equity interests of Cobalt Boats LLC.docx,Eric,NA,Zabinski,O'Melveny & Myers LLP,Buyer
062 - Malibu Boats LLC acquisition of equity interests of Cobalt Boats LLC.docx,NA,NA,NA,Foulston Siefkin LLP,Target/Seller
062 - NN Inc acquisition of stock of Precision Engineered Products Holdings Inc.docx,John,D.,Moore,Husch Blackwell LLP,Buyer
062 - NN Inc acquisition of stock of Precision Engineered Products Holdings Inc.docx,Richard,NA,Small,Locke Lord LLP,Target/Seller
062 - NN Inc acquisition of stock of Precision Engineered Products Holdings Inc.docx,Philip,O.,Brandes,Mayer Brown LLP,Target/Seller
062 - North American Partners in Anesthesia LLP acquisition of stock of American.docx,Michael,E.,Weisser,Kirkland & Ellis LLP,Buyer
062 - North American Partners in Anesthesia LLP acquisition of stock of American.docx,Megan,NA,Spelman,Kirkland & Ellis LLP,Buyer
062 - North American Partners in Anesthesia LLP acquisition of stock of American.docx,NA,NA,NA,"Waller Lansden Dortch & Davis, LLP",Buyer
062 - North American Partners in Anesthesia LLP acquisition of stock of American.docx,Benet,NA,O’Reilly,Cleary Gottlieb Steen & Hamilton LLP,Target/Seller
062 - North American Partners in Anesthesia LLP acquisition of stock of American.docx,Kyle,NA,Harris,Cleary Gottlieb Steen & Hamilton LLP,Target/Seller
062 - North American Partners in Anesthesia LLP acquisition of stock of American.docx,Joshua,NA,Samek,DLA Piper LLP (US),Target/Seller
062 - North American Partners in Anesthesia LLP acquisition of stock of American.docx,Russell,NA,Sass,DLA Piper LLP (US),Target/Seller
062 - On Assignment Inc acquisition of stock of CyberCoders Holdings Inc.docx,Steven,B.,Stokdyk,Latham & Watkins LLP,Buyer
062 - On Assignment Inc acquisition of stock of CyberCoders Holdings Inc.docx,Murray,E.,Rudin,"Riordan, Lewis & Haden",Target/Seller
062 - On Assignment Inc acquisition of stock of CyberCoders Holdings Inc.docx,George,NA,Wall,"Rutan & Tucker, LLP",Target/Seller
062 - Oregon Potato Company acquisition of certain assets of Inventure Foods Inc.docx,NA,NA,NA,Not disclosed at signing.,Buyer
062 - Oregon Potato Company acquisition of certain assets of Inventure Foods Inc.docx,Gregory,R.,Hall,DLA Piper LLP (US),Target/Seller
062 - Par Pacific Holdings Inc acquisition of equity interests of Eagle Island L.docx,E.,James,Cowen,Porter Hedges LLP,Buyer
062 - Par Pacific Holdings Inc acquisition of equity interests of Eagle Island L.docx,Alexander,B.,Johnson,Hogan Lovells US LLP,Target/Seller
062 - Par Pacific Holdings Inc acquisition of equity interests of TrailStone NA .docx,Ryan,S.,Holcomb,Bracewell LLP,Buyer
062 - Par Pacific Holdings Inc acquisition of equity interests of TrailStone NA .docx,Trina,NA,Chandler,Vinson & Elkins L.L.P.,Target/Seller
062 - PolyOne Corporation and ColorMatrix Group Inc merger.docx,James,P.,Dougherty,Jones Day,Buyer
062 - PolyOne Corporation and ColorMatrix Group Inc merger.docx,Kendrick,NA,Chow,Ropes & Gray LLP,Target/Seller
062 - Q2 Software Inc and Lender Performance Group LLC merger.docx,NA,NA,NA,DLA Piper LLP (US),Buyer
062 - Q2 Software Inc and Lender Performance Group LLC merger.docx,Martin,T.,Schrier,Cozen O'Connor,Target/Seller
062 - Q2 Software Inc and Lender Performance Group LLC merger.docx,Morgan,D.,Elwyn,Willkie Farr & Gallagher LLP,Target/Seller
062 - Q2 Software Inc and Lender Performance Group LLC merger.docx,NA,NA,NA,Willkie Farr & Gallagher LLP,Target/Seller
062 - Shire plc and Advanced BioHealing Inc merger.docx,John,K.,Knight,Davis Polk & Wardwell LLP,Buyer
062 - Shire plc and Advanced BioHealing Inc merger.docx,Charles,NA,Ruck,Latham & Watkins LLP,Target/Seller
062 - Shire plc and Advanced BioHealing Inc merger.docx,David,NA,Kurzweil,Latham & Watkins LLP,Target/Seller
062 - Shutterfly Inc acquisition of stock of Lifetouch Inc.docx,Greg,NA,Roussel,Fenwick & West LLP,Buyer
062 - Shutterfly Inc acquisition of stock of Lifetouch Inc.docx,NA,NA,NA,K&L Gates LLP,Target/Seller
062 - Shutterfly Inc acquisition of stock of Lifetouch Inc.docx,NA,NA,NA,Dorsey & Whitney LLP,Target/Seller
062 - Sinclair Broadcast Group Inc acquisition of equity interests of Fox Sports.docx,Philip,NA,Richter,"Fried, Frank, Harris, Shriver & Jacobson LLP",Buyer
062 - Sinclair Broadcast Group Inc acquisition of equity interests of Fox Sports.docx,Maxwell,NA,Yim,"Fried, Frank, Harris, Shriver & Jacobson LLP",Buyer
062 - Sinclair Broadcast Group Inc acquisition of equity interests of Fox Sports.docx,NA,NA,NA,Pillsbury Winthrop Shaw Pittman LLP,Buyer
062 - Sinclair Broadcast Group Inc acquisition of equity interests of Fox Sports.docx,NA,NA,NA,Latham & Watkins LLP,Buyer
062 - Sinclair Broadcast Group Inc acquisition of equity interests of Fox Sports.docx,NA,NA,NA,Thomas & Libowitz P.A.,Buyer
062 - Sinclair Broadcast Group Inc acquisition of equity interests of Fox Sports.docx,George,F.,Schoen,"Cravath, Swaine & Moore LLP",Target/Seller
062 - Sinclair Broadcast Group Inc acquisition of equity interests of Fox Sports.docx,Allison,M.,Wein,"Cravath, Swaine & Moore LLP",Target/Seller
062 - Sinclair Broadcast Group Inc acquisition of equity interests of Fox Sports.docx,NA,NA,NA,Covington & Burling LLP,Target/Seller
062 - South Jersey Industries Inc acquisition of certain assets of Pivotal Utili.docx,Barbara,NA,Becker,"Gibson, Dunn & Crutcher LLP",Buyer
062 - South Jersey Industries Inc acquisition of certain assets of Pivotal Utili.docx,Saee,NA,Muzumdar,"Gibson, Dunn & Crutcher LLP",Buyer
062 - South Jersey Industries Inc acquisition of certain assets of Pivotal Utili.docx,William,S.,Lamb,Baker Botts LLP,Target/Seller
062 - Sterling Construction Company Inc acquisition of equity interests of Plate.docx,Daniella,NA,Silberstein,Jones Walker LLP,Buyer
062 - Sterling Construction Company Inc acquisition of equity interests of Plate.docx,Frank,NA,Layson,DLA Piper LLP (US),Target/Seller
062 - The Middleby Corporation acquisition of subsidiary equity interests and ce.docx,Shilpi,NA,Gupta,"Skadden, Arps, Slate, Meagher & Flom LLP",Buyer
062 - The Middleby Corporation acquisition of subsidiary equity interests and ce.docx,Joshua,R.,Cammaker,"Wachtell, Lipton, Rosen & Katz",Target/Seller
062 - The Middleby Corporation acquisition of subsidiary equity interests and ce.docx,Edward,J.,Lee,"Wachtell, Lipton, Rosen & Katz",Target/Seller
062 - Ultra Electronics Defense Inc acquisition of stock of Herley Industries In.docx,Nancy,E.,Fuchs,Kaye Scholer LLP,Buyer
062 - Ultra Electronics Defense Inc acquisition of stock of Herley Industries In.docx,Jeffrey,NA,Thacker,DLA Piper LLP (US),Target/Seller
062 - Vulcan Materials Company acquisition of equity interests of Aggregates USA.docx,Igor,NA,Kirman,"Wachtell, Lipton, Rosen & Katz",Buyer
062 - Vulcan Materials Company acquisition of equity interests of Aggregates USA.docx,Alison,S.,Ressler,Sullivan & Cromwell LLP,Target/Seller
062 - Vulcan Materials Company acquisition of equity interests of Aggregates USA.docx,Rita-Anne,NA,O’Neill,Sullivan & Cromwell LLP,Target/Seller
063 - Aramark and AmeriPride Services Inc merger.docx,Richard,B.,Aldridge,"Morgan, Lewis & Bockius LLP",Buyer
063 - Aramark and AmeriPride Services Inc merger.docx,Jay,L.,Swanson,Dorsey & Whitney LLP,Target/Seller
063 - Aramark and AmeriPride Services Inc merger.docx,John,NA,Marsalek,Dorsey & Whitney LLP,Target/Seller
063 - Atlas Copco AB acquisition of certain assets and subsidiary stock of Brook.docx,NA,NA,NA,"Greenberg Traurig, LLP",Buyer
063 - Atlas Copco AB acquisition of certain assets and subsidiary stock of Brook.docx,Michael,L.,Fantozzi,Mintz Levin Cohn Ferris Glovsky and Popeo PC,Target/Seller
063 - Atlas Copco AB acquisition of certain assets and subsidiary stock of Brook.docx,Christian,NA,Haellmigk,CMS Hasche Sigle,Target/Seller
063 - Banner Corporation and Skagit Bancorp Inc merger.docx,Matthew,M.,Guest,"Wachtell, Lipton, Rosen & Katz",Buyer
063 - Banner Corporation and Skagit Bancorp Inc merger.docx,Jacob,A.,Kling,"Wachtell, Lipton, Rosen & Katz",Buyer
063 - Banner Corporation and Skagit Bancorp Inc merger.docx,Stephen,M.,Klein,Miller Nash Graham & Dunn LLP,Target/Seller
063 - Banner Corporation and Skagit Bancorp Inc merger.docx,David,G.,Post,Miller Nash Graham & Dunn LLP,Target/Seller
063 - Berry Petroleum Company LLC acquisition of certain assets of Linn Energy H.docx,John,G.,Mauel,Norton Rose Fulbright US LLP,Buyer
063 - Berry Petroleum Company LLC acquisition of certain assets of Linn Energy H.docx,Anthony,NA,Speier,Kirkland & Ellis LLP,Target/Seller
063 - Berry Petroleum Company LLC acquisition of certain assets of Linn Energy H.docx,Rahul,NA,Vashi,Kirkland & Ellis LLP,Target/Seller
063 - Boot Barn Inc and Sheplers Holding Corporation merger.docx,Cynthia,M.,Dunnett,"Morgan, Lewis & Bockius LLP",Buyer
063 - Boot Barn Inc and Sheplers Holding Corporation merger.docx,Noah,NA,Boyens,Kirkland & Ellis LLP,Target/Seller
063 - Cambium Learning Group Inc acquisition of stock of VKidz Holdings Inc.docx,Steven,E.,Siesser,Lowenstein Sandler LLP,Buyer
063 - Cambium Learning Group Inc acquisition of stock of VKidz Holdings Inc.docx,NA,NA,NA,Paul Hastings LLP (representing special committee),Buyer
063 - Cambium Learning Group Inc acquisition of stock of VKidz Holdings Inc.docx,Jason,E.,Perlman,"Perlman, Bajandas, Yevoli & Albright, P.L.",Target/Seller
063 - Casino Queen acquisition of stock of Isle of Capri Marquette Inc.docx,Chris,NA,Hamlin,"Husch Blackwell, LLP",Buyer
063 - Casino Queen acquisition of stock of Isle of Capri Marquette Inc.docx,Christian,NA,Fabian,Mayer Brown LLP,Target/Seller
063 - CIT Bank National Association and Mutual of Omaha Bank merger.docx,H.,Rodgin,Cohen,Sullivan & Cromwell LLP,Buyer
063 - CIT Bank National Association and Mutual of Omaha Bank merger.docx,Mitchell,S.,Eitel,Sullivan & Cromwell LLP,Buyer
063 - CIT Bank National Association and Mutual of Omaha Bank merger.docx,James,J.,Barresi,Squire Patton Boggs (US) LLP,Target/Seller
063 - Diplomat Pharmacy Inc acquisition of equity interests of BioRx LLC.docx,NA,NA,NA,"Bass, Berry & Sims PLC",Buyer
063 - Diplomat Pharmacy Inc acquisition of equity interests of BioRx LLC.docx,NA,NA,NA,"Honigman, Miller, Schwartz and Cohn LLP",Buyer
063 - Diplomat Pharmacy Inc acquisition of equity interests of BioRx LLC.docx,Brian,P.,Lenihan,"Choate, Hall & Stewart LLP",Target/Seller
063 - Diplomat Pharmacy Inc acquisition of equity interests of BioRx LLC.docx,Rees,M.,Hawkins,"Choate, Hall & Stewart LLP",Target/Seller
063 - Financial Engines Inc and The Mutual Fund Store merger.docx,NA,NA,NA,Pillsbury Winthrop Shaw Pittman LLP,Buyer
063 - Financial Engines Inc and The Mutual Fund Store merger.docx,Patrick,J.,Devine,Pillsbury Winthrop Shaw Pittman LLP,Buyer
063 - Financial Engines Inc and The Mutual Fund Store merger.docx,Mark,F.,Veblen,"Wachtell, Lipton, Rosen & Katz",Target/Seller
063 - Financial Engines Inc and The Mutual Fund Store merger.docx,NA,NA,NA,Bryan Cave LLP,Target/Seller
063 - Hooker Furniture Corporation acquisition of assets of Shenandoah Furniture.docx,NA,NA,NA,McGuireWoods LLP,Buyer
063 - Hooker Furniture Corporation acquisition of assets of Shenandoah Furniture.docx,Alex,I.,Saunders,"Woods Rogers, PLC",Target/Seller
063 - Lifetime Brands Inc and Taylor Holdco LLC dba Filament Brands merger.docx,David,W.,Pollak,"Morgan, Lewis & Bockius LLP",Buyer
063 - Lifetime Brands Inc and Taylor Holdco LLC dba Filament Brands merger.docx,Andrew,NA,Milano,"Morgan, Lewis & Bockius LLP",Buyer
063 - Lifetime Brands Inc and Taylor Holdco LLC dba Filament Brands merger.docx,Steven,J.,Williams,"Paul, Weiss, Rifkind, Wharton & Garrison LLP",Target/Seller
063 - Misonix Inc and Solsys Medical LLC merger.docx,Jonn,R.,Beeson,Jones Day,Buyer
063 - Misonix Inc and Solsys Medical LLC merger.docx,Matthew,W.,Miller,"Greenberg Traurig, P.A.",Target/Seller
063 - MIWD Holding Company LLC acquisition of stock of Milgard Manufacturing Inc.docx,Christopher,M.,Cicconi,Stevens & Lee,Buyer
063 - MIWD Holding Company LLC acquisition of stock of Milgard Manufacturing Inc.docx,John,D.,Amorosi,Davis Polk & Wardwell LLP,Target/Seller
063 - Monarch Casino And Resort Inc acquisition of stock of Riviera Black Hawk I.docx,Michael,J.,Bonner,"Greenberg Traurig, LLP",Buyer
063 - Monarch Casino And Resort Inc acquisition of stock of Riviera Black Hawk I.docx,Kevin,A.,Cudney,"Brownstein Hyatt Farber Schreck, LLP",Target/Seller
063 - National Fuel Gas Company acquisition of certain assets of Royal Dutch She.docx,David,Castro,Jr.,Kirkland & Ellis LLP,Buyer
063 - National Fuel Gas Company acquisition of certain assets of Royal Dutch She.docx,Chad,M.,Smith,Kirkland & Ellis LLP,Buyer
063 - National Fuel Gas Company acquisition of certain assets of Royal Dutch She.docx,NA,NA,NA,Jones Day,Buyer
063 - National Fuel Gas Company acquisition of certain assets of Royal Dutch She.docx,NA,NA,NA,Not disclosed at signing.,Target/Seller
063 - NCI Building Systems Inc acquisition of equity interests of CENTRIA.docx,Andrew,L.,Bab,Debevoise & Plimpton LLP,Buyer
063 - NCI Building Systems Inc acquisition of equity interests of CENTRIA.docx,Thomas,G.,Buchanan,Buchanan Ingersoll & Rooney PC,Target/Seller
063 - NuVasive Inc and BNN Holdings Corp merger.docx,Larry,W.,Nishnick,DLA Piper LLP (US),Buyer
063 - NuVasive Inc and BNN Holdings Corp merger.docx,Brooks,B.,Gruemmer,McDermott Will & Emery LLP,Target/Seller
063 - Paychex Inc acquisition of stock of Oasis Outsourcing Acquisition Corporat.docx,Tyler,J.,Savage,Nixon Peabody LLP,Buyer
063 - Paychex Inc acquisition of stock of Oasis Outsourcing Acquisition Corporat.docx,James,J.,Moriarty,Kramer Levin Naftalis & Frankel LLP,Target/Seller
063 - Paychex Inc acquisition of stock of Oasis Outsourcing Acquisition Corporat.docx,Howard,T.,Spilko,Kramer Levin Naftalis & Frankel LLP,Target/Seller
063 - Pentair plc and ERICO Global Company merger.docx,NA,NA,NA,Foley & Lardner LLP,Buyer
063 - Pentair plc and ERICO Global Company merger.docx,John,K.,Wilson,Foley & Lardner LLP,Buyer
063 - Pentair plc and ERICO Global Company merger.docx,Robert,A.,Profusek,Jones Day,Target/Seller
063 - Pentair plc and ERICO Global Company merger.docx,Patrick,J.,Leddy,Jones Day,Target/Seller
063 - Pyramid Oil Company and Yuma Energy Inc merger.docx,William,D.,Gould,TroyGould PC,Buyer
063 - Pyramid Oil Company and Yuma Energy Inc merger.docx,Reid,A.,Godbolt,"Jones & Keller, P.C.",Target/Seller
063 - ScanSource Payments Inc acquisition of stock of POS Portal Inc.docx,David,M.,Smith,"Stradling Yocca Carlson & Rauth, P.C.",Buyer
063 - ScanSource Payments Inc acquisition of stock of POS Portal Inc.docx,Ian,NA,Carter,Carter & West PC,Target/Seller
063 - Sequential Brands Group Inc and Galaxy Brand Holdings Inc merger.docx,NA,NA,NA,Not disclosed at signing.,Buyer
